epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,139.766,1.69062,2.61465,1.61173,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000905557,0.000905557,0.000905557
187,140.486,1.60234,1.81942,1.60522,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.000902728,0.000902728,0.000902728
188,141.211,1.65442,2.06285,1.63597,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.000899898,0.000899898,0.000899898
189,141.902,1.6653,1.76784,1.58667,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.000897069,0.000897069,0.000897069
190,142.58,1.50132,1.82789,1.59913,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.00089424,0.00089424,0.00089424
191,143.271,1.60706,1.86989,1.68186,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.00089141,0.00089141,0.00089141
192,144.061,1.45271,1.65039,1.61552,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.000888581,0.000888581,0.000888581
193,144.742,1.7435,1.98692,1.66695,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.000885751,0.000885751,0.000885751
194,145.76,1.69394,1.71595,1.64394,0.73552,0.90865,0.98144,0.70224,1.60437,1.85059,1.63338,0.000882922,0.000882922,0.000882922
195,146.556,1.65349,1.76224,1.60485,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000880093,0.000880093,0.000880093
196,147.222,1.65002,1.73268,1.65056,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000877263,0.000877263,0.000877263
197,147.88,1.70159,2.27318,1.65031,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000874434,0.000874434,0.000874434
198,148.667,1.58206,1.62475,1.64764,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000871604,0.000871604,0.000871604
199,149.322,1.51146,1.7297,1.63114,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000868775,0.000868775,0.000868775
200,150.079,1.3996,1.69543,1.64509,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000865945,0.000865945,0.000865945
201,150.834,1.74858,1.81962,1.62735,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000863116,0.000863116,0.000863116
202,151.605,1.34606,1.63069,1.63185,0.72732,0.98039,0.97508,0.75115,1.49966,1.61987,1.62605,0.000860287,0.000860287,0.000860287
203,152.455,1.68336,1.76637,1.63839,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000857457,0.000857457,0.000857457
204,153.14,1.63054,1.53163,1.63824,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000854628,0.000854628,0.000854628
205,153.851,1.47482,1.69501,1.62732,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000851798,0.000851798,0.000851798
206,154.524,1.57485,1.71817,1.65763,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000848969,0.000848969,0.000848969
207,155.212,1.6447,1.69933,1.61877,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000846139,0.000846139,0.000846139
208,156.216,1.55978,1.64325,1.67459,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.00084331,0.00084331,0.00084331
209,157.033,1.63379,1.71486,1.60237,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000840481,0.000840481,0.000840481
210,157.723,1.5919,1.57125,1.62397,0.81194,0.91512,0.98619,0.78664,1.32206,1.47563,1.61098,0.000837651,0.000837651,0.000837651
211,158.496,1.64148,1.60353,1.59029,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000834822,0.000834822,0.000834822
212,159.199,1.57155,1.68185,1.58634,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000831992,0.000831992,0.000831992
213,159.896,1.2698,1.62321,1.56266,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000829163,0.000829163,0.000829163
214,160.594,1.45127,1.60368,1.62346,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000826334,0.000826334,0.000826334
215,161.356,1.83243,1.7432,1.63987,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000823504,0.000823504,0.000823504
216,162.706,1.53098,1.79183,1.63008,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000820675,0.000820675,0.000820675
217,163.465,1.82497,1.7192,1.63968,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000817845,0.000817845,0.000817845
218,164.242,1.55977,1.64146,1.66393,0.92736,0.98072,0.98741,0.77138,1.38351,1.42171,1.61269,0.000815016,0.000815016,0.000815016
219,165.018,1.82634,1.91077,1.72678,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.000812186,0.000812186,0.000812186
220,165.746,1.51039,1.57519,1.61395,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.000809357,0.000809357,0.000809357
221,166.527,1.56829,1.49585,1.62047,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.000806528,0.000806528,0.000806528
222,167.255,1.52388,1.60333,1.66042,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.000803698,0.000803698,0.000803698
223,167.908,1.37614,1.57151,1.65554,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.000800869,0.000800869,0.000800869
224,168.603,1.56457,1.77569,1.63147,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.000798039,0.000798039,0.000798039
225,169.271,1.60815,1.6137,1.63168,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.00079521,0.00079521,0.00079521
226,170.078,1.72774,1.76277,1.65865,0.92679,0.91576,0.97426,0.72007,1.84562,1.52275,1.65002,0.00079238,0.00079238,0.00079238
227,170.835,1.37509,1.60951,1.62751,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000789551,0.000789551,0.000789551
228,171.567,1.67018,1.56392,1.66712,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000786722,0.000786722,0.000786722
229,172.241,1.5648,1.84533,1.57978,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000783892,0.000783892,0.000783892
230,173.167,2.07091,1.47258,1.59185,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000781063,0.000781063,0.000781063
231,173.958,1.86975,1.5923,1.6503,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000778233,0.000778233,0.000778233
232,174.783,1.59933,1.58962,1.62793,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000775404,0.000775404,0.000775404
233,175.552,1.80613,1.64278,1.63562,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000772575,0.000772575,0.000772575
234,176.239,1.42912,2.61449,1.63168,0.89208,0.83572,0.9482,0.65324,2.325,1.70978,1.68905,0.000769745,0.000769745,0.000769745
235,176.976,1.51053,1.5325,1.61259,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000766916,0.000766916,0.000766916
236,177.679,1.71559,1.53605,1.61181,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000764086,0.000764086,0.000764086
237,178.501,1.61613,1.67792,1.58955,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000761257,0.000761257,0.000761257
238,179.294,1.59964,1.47127,1.59979,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000758427,0.000758427,0.000758427
239,179.997,1.59605,1.49208,1.6629,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000755598,0.000755598,0.000755598
240,180.788,1.51688,1.52335,1.62074,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000752769,0.000752769,0.000752769
241,181.464,1.59543,1.46031,1.62208,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.000749939,0.000749939,0.000749939
242,182.205,1.75502,1.50206,1.60765,0.83867,0.80153,0.93447,0.67371,1.97236,1.65385,1.66022,0.00074711,0.00074711,0.00074711
243,182.997,1.61112,1.65625,1.64121,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.00074428,0.00074428,0.00074428
244,184.05,1.90668,1.6518,1.64047,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000741451,0.000741451,0.000741451
245,184.744,1.65048,1.69162,1.63688,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000738622,0.000738622,0.000738622
246,185.426,1.79237,1.60874,1.66544,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000735792,0.000735792,0.000735792
247,186.101,1.95888,1.6432,1.6187,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000732963,0.000732963,0.000732963
248,186.788,1.73337,1.57021,1.62517,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000730133,0.000730133,0.000730133
249,187.496,1.80429,1.65244,1.63887,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000727304,0.000727304,0.000727304
250,188.252,1.68211,1.39439,1.61723,0.67052,0.93333,0.89382,0.7013,1.36379,1.42855,1.61392,0.000724474,0.000724474,0.000724474
251,189.089,1.93721,1.5432,1.65667,0.82552,0.89979,0.91801,0.70945,1.44908,1.4679,1.61943,0.000721645,0.000721645,0.000721645
252,189.846,1.89166,1.55025,1.61805,0.82552,0.89979,0.91801,0.70945,1.44908,1.4679,1.61943,0.000718816,0.000718816,0.000718816
253,190.577,1.82354,1.51395,1.62381,0.82552,0.89979,0.91801,0.70945,1.44908,1.4679,1.61943,0.000715986,0.000715986,0.000715986
