epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,15.089,2.13109,7.20542,1.66307,0.00414,0.23922,0.00292,0.00207,1.79389,7.71038,1.54041,0.000234753,0.000234753,0.000234753
19,15.9348,2.10637,7.23876,1.67955,0.00414,0.23922,0.00292,0.00207,1.79389,7.71038,1.54041,0.000248053,0.000248053,0.000248053
20,16.7212,2.04673,7.32336,1.65671,0.00414,0.23922,0.00292,0.00207,1.91698,7.67492,1.54891,0.000261296,0.000261296,0.000261296
21,17.425,1.91695,7.03077,1.67801,0.00414,0.23922,0.00292,0.00207,1.91698,7.67492,1.54891,0.000274482,0.000274482,0.000274482
22,18.4572,1.85896,6.86878,1.67303,0.00498,0.25882,0.00345,0.00218,2.39562,7.75123,1.60807,0.000287612,0.000287612,0.000287612
23,19.1966,1.94558,6.61079,1.66981,0.00498,0.25882,0.00345,0.00218,2.39562,7.75123,1.60807,0.000300686,0.000300686,0.000300686
24,19.9741,1.83215,6.80419,1.64768,0.00498,0.25882,0.00345,0.00218,2.39562,7.75123,1.60807,0.000313702,0.000313702,0.000313702
25,20.8012,2.14071,7.05688,1.68096,0.00498,0.25882,0.00345,0.00208,2.56875,7.72278,1.62091,0.000326663,0.000326663,0.000326663
26,21.5306,2.15725,6.66655,1.70532,0.00498,0.25882,0.00345,0.00208,2.56875,7.72278,1.62091,0.000339566,0.000339566,0.000339566
27,22.2066,2.11619,6.44343,1.63304,0.00498,0.25882,0.00345,0.00208,2.56875,7.72278,1.62091,0.000352413,0.000352413,0.000352413
28,22.9137,2.10532,6.65217,1.66188,0.00498,0.25882,0.00346,0.00246,2.1409,7.61728,1.56309,0.000365204,0.000365204,0.000365204
29,23.5631,1.85321,6.4412,1.66464,0.00498,0.25882,0.00346,0.00246,2.1409,7.61728,1.56309,0.000377937,0.000377937,0.000377937
30,24.2773,2.15619,6.65871,1.66594,0.00498,0.25882,0.00346,0.00246,2.1409,7.61728,1.56309,0.000390615,0.000390615,0.000390615
31,25.0992,1.80938,6.24318,1.67688,0.0033,0.21961,0.00242,0.00175,1.7865,7.64596,1.54162,0.000403235,0.000403235,0.000403235
32,25.8069,1.93879,6.23208,1.60564,0.0033,0.21961,0.00242,0.00175,1.7865,7.64596,1.54162,0.000415799,0.000415799,0.000415799
33,26.5017,1.88697,6.21837,1.68253,0.0033,0.21961,0.00242,0.00175,1.7865,7.64596,1.54162,0.000428307,0.000428307,0.000428307
34,27.2396,1.99835,6.01511,1.68085,0.0033,0.21961,0.00242,0.00174,1.94341,7.60577,1.54768,0.000440758,0.000440758,0.000440758
35,27.9029,1.97666,5.86247,1.65016,0.0033,0.21961,0.00242,0.00174,1.94341,7.60577,1.54768,0.000453152,0.000453152,0.000453152
36,28.7156,1.9007,5.74899,1.66186,0.0033,0.21961,0.00242,0.00174,1.94341,7.60577,1.54768,0.00046549,0.00046549,0.00046549
37,29.3924,1.86053,6.11659,1.65193,0.0033,0.21961,0.00242,0.00174,1.94341,7.60577,1.54768,0.000477771,0.000477771,0.000477771
38,30.1191,1.76316,5.96562,1.65259,0.0033,0.21961,0.00241,0.00154,2.22315,7.61298,1.5935,0.000489995,0.000489995,0.000489995
39,30.7752,2.00028,5.58126,1.63634,0.0033,0.21961,0.00241,0.00154,2.22315,7.61298,1.5935,0.000502163,0.000502163,0.000502163
40,31.4336,1.78946,5.39379,1.6809,0.0033,0.21961,0.00241,0.00154,2.22315,7.61298,1.5935,0.000514275,0.000514275,0.000514275
41,32.1547,1.87182,5.78336,1.65084,0.0033,0.21961,0.00241,0.00154,2.22315,7.61298,1.5935,0.000526329,0.000526329,0.000526329
42,33.0189,1.76266,5.39672,1.64917,0.00245,0.2,0.00196,0.00138,2.19115,7.28814,1.59382,0.000538327,0.000538327,0.000538327
43,33.6593,1.7892,5.32496,1.64913,0.00245,0.2,0.00196,0.00138,2.19115,7.28814,1.59382,0.000550269,0.000550269,0.000550269
44,34.3682,2.07458,5.23521,1.66884,0.00245,0.2,0.00196,0.00138,2.19115,7.28814,1.59382,0.000562154,0.000562154,0.000562154
45,35.0505,1.84467,4.59698,1.68221,0.00245,0.2,0.00196,0.00138,2.19115,7.28814,1.59382,0.000573982,0.000573982,0.000573982
46,35.7918,1.90988,5.25058,1.6158,0.00248,0.15294,0.0017,0.00141,2.27644,6.95304,1.60142,0.000585754,0.000585754,0.000585754
47,36.5516,2.02408,5.28782,1.69664,0.00248,0.15294,0.0017,0.00141,2.27644,6.95304,1.60142,0.000597469,0.000597469,0.000597469
48,37.2276,2.16869,4.69959,1.67626,0.00248,0.15294,0.0017,0.00141,2.27644,6.95304,1.60142,0.000609128,0.000609128,0.000609128
49,37.9084,2.0572,4.54892,1.69837,0.00248,0.15294,0.0017,0.00141,2.27644,6.95304,1.60142,0.00062073,0.00062073,0.00062073
50,38.6328,2.09306,5.15207,1.5974,0.00579,0.37255,0.13536,0.10588,2.52211,6.72819,1.61437,0.000632276,0.000632276,0.000632276
51,39.3428,2.22662,4.47848,1.65458,0.00579,0.37255,0.13536,0.10588,2.52211,6.72819,1.61437,0.000643764,0.000643764,0.000643764
52,40.0408,2.31365,4.19167,1.6429,0.00579,0.37255,0.13536,0.10588,2.52211,6.72819,1.61437,0.000655197,0.000655197,0.000655197
53,41.1729,1.97439,3.89816,1.67267,0.00579,0.37255,0.13536,0.10588,2.52211,6.72819,1.61437,0.000666572,0.000666572,0.000666572
54,41.9192,2.02256,4.00583,1.68588,0.00579,0.37255,0.13536,0.10588,2.52211,6.72819,1.61437,0.000677892,0.000677892,0.000677892
55,42.6562,1.98901,4.56712,1.67583,0.01251,0.76471,0.23871,0.16842,2.07011,6.55239,1.56561,0.000689154,0.000689154,0.000689154
56,43.2997,2.07562,3.58054,1.69201,0.01251,0.76471,0.23871,0.16842,2.07011,6.55239,1.56561,0.00070036,0.00070036,0.00070036
57,43.9504,2.25405,4.76787,1.64711,0.01251,0.76471,0.23871,0.16842,2.07011,6.55239,1.56561,0.000711509,0.000711509,0.000711509
58,44.7464,1.83254,4.24082,1.66506,0.01251,0.76471,0.23871,0.16842,2.07011,6.55239,1.56561,0.000722602,0.000722602,0.000722602
59,45.4177,2.08761,4.2956,1.69561,0.01251,0.76471,0.23871,0.16842,2.07011,6.55239,1.56561,0.000733638,0.000733638,0.000733638
60,46.1311,1.79549,4.12623,1.62139,0.01905,0.92157,0.33076,0.20229,1.98885,6.48205,1.57942,0.000744618,0.000744618,0.000744618
61,46.7994,2.28114,3.9015,1.6907,0.01905,0.92157,0.33076,0.20229,1.98885,6.48205,1.57942,0.000755541,0.000755541,0.000755541
62,47.5162,2.08202,3.96915,1.69938,0.01905,0.92157,0.33076,0.20229,1.98885,6.48205,1.57942,0.000766407,0.000766407,0.000766407
63,48.2064,2.37826,3.72249,1.65024,0.01905,0.92157,0.33076,0.20229,1.98885,6.48205,1.57942,0.000777217,0.000777217,0.000777217
64,48.9692,1.93606,3.16981,1.70283,0.01905,0.92157,0.33076,0.20229,1.98885,6.48205,1.57942,0.00078797,0.00078797,0.00078797
65,49.7226,2.1294,4.3566,1.65897,0.02053,0.96078,0.39783,0.25672,1.90833,6.29927,1.61646,0.000798667,0.000798667,0.000798667
66,50.4571,2.17884,3.25014,1.64696,0.02053,0.96078,0.39783,0.25672,1.90833,6.29927,1.61646,0.000809307,0.000809307,0.000809307
67,51.1906,2.06901,3.42014,1.64449,0.02053,0.96078,0.39783,0.25672,1.90833,6.29927,1.61646,0.00081989,0.00081989,0.00081989
68,51.8992,1.98141,3.09842,1.69445,0.02053,0.96078,0.39783,0.25672,1.90833,6.29927,1.61646,0.000830417,0.000830417,0.000830417
69,52.6176,1.97563,3.13116,1.66622,0.02053,0.96078,0.39783,0.25672,1.90833,6.29927,1.61646,0.000840888,0.000840888,0.000840888
70,53.4029,2.02889,3.34632,1.65455,0.02053,0.96078,0.39783,0.25672,1.90833,6.29927,1.61646,0.000851301,0.000851301,0.000851301
71,54.1401,1.95783,2.91842,1.69609,0.02224,1,0.43486,0.23697,2.28943,6.11149,1.67727,0.000861658,0.000861658,0.000861658
72,54.8129,1.99881,3.23819,1.69154,0.02224,1,0.43486,0.23697,2.28943,6.11149,1.67727,0.000871959,0.000871959,0.000871959
73,55.4804,2.096,2.95675,1.66994,0.02224,1,0.43486,0.23697,2.28943,6.11149,1.67727,0.000882203,0.000882203,0.000882203
74,56.2638,2.13969,3.10335,1.6856,0.02224,1,0.43486,0.23697,2.28943,6.11149,1.67727,0.00089239,0.00089239,0.00089239
75,57.0299,1.83171,2.40596,1.62625,0.02224,1,0.43486,0.23697,2.28943,6.11149,1.67727,0.000902521,0.000902521,0.000902521
76,57.8299,2.02963,2.9224,1.67214,0.02224,1,0.43486,0.23697,2.28943,6.11149,1.67727,0.000912595,0.000912595,0.000912595
77,58.5465,2.04045,3.54919,1.65073,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.000922613,0.000922613,0.000922613
78,59.2333,1.72002,2.51059,1.63609,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.000932574,0.000932574,0.000932574
79,60.0296,2.08724,2.72674,1.63603,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.000942478,0.000942478,0.000942478
80,60.7149,2.34703,2.95771,1.65913,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.000952326,0.000952326,0.000952326
81,61.4193,2.15411,2.74375,1.66903,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.000962117,0.000962117,0.000962117
82,62.2585,1.98753,2.89469,1.6689,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.000971852,0.000971852,0.000971852
83,62.9782,1.73808,2.72421,1.62272,0.02253,1,0.51465,0.34431,1.8851,5.66451,1.6476,0.00098153,0.00098153,0.00098153
84,63.7894,1.9769,2.37783,1.66133,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.000991151,0.000991151,0.000991151
85,64.4817,2.1144,2.75363,1.65938,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.00100072,0.00100072,0.00100072
86,65.2211,1.65274,2.36963,1.67076,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.00101022,0.00101022,0.00101022
87,66.0247,1.8758,2.54908,1.68348,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.00101968,0.00101968,0.00101968
88,66.7677,1.87918,2.44532,1.67879,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.00102907,0.00102907,0.00102907
89,67.4911,2.1205,2.36571,1.67439,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.00103841,0.00103841,0.00103841
90,68.1659,2.10246,2.55859,1.64909,0.53368,0.66667,0.63637,0.46565,1.70712,5.0432,1.62102,0.00104769,0.00104769,0.00104769
91,68.9093,1.90553,2.48221,1.64741,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00105692,0.00105692,0.00105692
92,69.6044,2.04829,2.59039,1.62337,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00106609,0.00106609,0.00106609
93,70.4931,1.82737,2.21154,1.63612,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.0010752,0.0010752,0.0010752
94,71.2449,2.1209,3.04174,1.65053,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00108425,0.00108425,0.00108425
95,71.9387,1.93061,2.97504,1.6496,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00109325,0.00109325,0.00109325
96,72.7592,2.11064,3.20142,1.65726,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00110219,0.00110219,0.00110219
97,73.4926,2.47378,3.72908,1.71787,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00111108,0.00111108,0.00111108
98,74.2162,1.82479,3.22379,1.61565,0.58152,0.4,0.66682,0.49133,1.97832,4.53909,1.65206,0.00111991,0.00111991,0.00111991
99,75.0769,1.99328,2.81596,1.7156,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.00112868,0.00112868,0.00112868
100,75.8002,1.83099,2.31722,1.65691,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.0011374,0.0011374,0.0011374
101,76.4574,1.90015,2.5895,1.6316,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.00114606,0.00114606,0.00114606
102,77.179,2.22273,2.65598,1.63265,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.00114323,0.00114323,0.00114323
103,77.8655,1.70254,2.89913,1.6403,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.0011404,0.0011404,0.0011404
104,78.6794,2.1222,2.60783,1.63329,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.00113757,0.00113757,0.00113757
105,79.3748,2.16747,2.89928,1.63342,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.00113474,0.00113474,0.00113474
106,80.0482,2.07542,2.38462,1.67243,0.56079,0.45921,0.65055,0.47698,1.97533,4.03173,1.6605,0.00113191,0.00113191,0.00113191
107,80.7698,2.04897,3.12073,1.63361,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00112908,0.00112908,0.00112908
108,81.4586,2.05092,2.90249,1.66075,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00112625,0.00112625,0.00112625
109,82.1463,2.03244,2.39072,1.65454,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00112342,0.00112342,0.00112342
110,82.9917,2.10724,2.14928,1.66169,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00112059,0.00112059,0.00112059
111,83.6789,2.34289,2.88912,1.7148,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00111776,0.00111776,0.00111776
112,84.3832,1.94591,2.68109,1.6816,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00111493,0.00111493,0.00111493
113,85.1146,2.22636,2.64945,1.68555,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.0011121,0.0011121,0.0011121
114,85.8336,2.06635,2.91071,1.66151,0.54246,0.56527,0.68909,0.53796,1.66351,3.56358,1.60837,0.00110928,0.00110928,0.00110928
115,86.5864,2.02088,2.48091,1.68507,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00110645,0.00110645,0.00110645
116,87.3494,2.17299,2.90822,1.71424,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00110362,0.00110362,0.00110362
117,88.0573,2.21307,2.70843,1.67043,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00110079,0.00110079,0.00110079
118,88.7084,1.75307,2.21425,1.66378,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00109796,0.00109796,0.00109796
119,89.4206,1.93207,2.16979,1.65859,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00109513,0.00109513,0.00109513
120,90.205,2.11953,2.85392,1.68441,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.0010923,0.0010923,0.0010923
121,91.0034,1.96635,2.16598,1.65007,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00108947,0.00108947,0.00108947
122,91.6721,1.89283,2.28288,1.68994,0.52264,0.73416,0.71034,0.47466,2.43772,3.48264,1.69003,0.00108664,0.00108664,0.00108664
123,92.4043,1.96396,2.31815,1.63719,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00108381,0.00108381,0.00108381
124,93.0717,1.98898,2.32584,1.63452,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00108098,0.00108098,0.00108098
125,93.7768,2.2322,2.49086,1.6696,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00107815,0.00107815,0.00107815
126,94.8398,2.09176,2.35516,1.67499,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00107532,0.00107532,0.00107532
127,95.4936,2.06633,2.10837,1.67925,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00107249,0.00107249,0.00107249
128,96.3174,2.20771,2.3872,1.64491,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00106966,0.00106966,0.00106966
129,97.0079,2.15746,2.28816,1.66667,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.00106683,0.00106683,0.00106683
130,97.6979,2.05427,2.22621,1.63723,0.51054,0.72576,0.73203,0.48562,2.55231,3.27477,1.70279,0.001064,0.001064,0.001064
131,98.4125,1.89517,2.23821,1.62945,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00106118,0.00106118,0.00106118
132,99.1065,2.09643,2.06211,1.64115,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00105835,0.00105835,0.00105835
133,99.9299,2.09065,2.46921,1.67433,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00105552,0.00105552,0.00105552
134,101.048,1.98634,2.25073,1.68994,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00105269,0.00105269,0.00105269
135,101.721,2.02384,2.11027,1.63403,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00104986,0.00104986,0.00104986
136,102.432,1.97475,2.08243,1.67523,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00104703,0.00104703,0.00104703
137,103.152,2.19649,2.66563,1.63593,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.0010442,0.0010442,0.0010442
138,103.831,2.13422,2.37137,1.69813,0.51293,0.76832,0.83102,0.66431,1.62163,2.95233,1.61378,0.00104137,0.00104137,0.00104137
139,104.756,1.85524,2.02531,1.66748,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00103854,0.00103854,0.00103854
140,105.475,1.81939,2.10992,1.65922,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00103571,0.00103571,0.00103571
141,106.181,1.85551,2.14975,1.64887,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00103288,0.00103288,0.00103288
142,106.891,2.06653,1.99084,1.69011,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00103005,0.00103005,0.00103005
143,107.562,1.92083,2.34541,1.63878,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00102722,0.00102722,0.00102722
144,108.288,2.0313,2.05657,1.63819,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00102439,0.00102439,0.00102439
145,109.112,1.86909,2.29758,1.68879,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00102156,0.00102156,0.00102156
146,109.849,2.06619,2.47506,1.62779,0.91775,0.59676,0.90208,0.66661,1.6923,2.69894,1.61497,0.00101873,0.00101873,0.00101873
147,110.702,1.79028,2.15,1.68939,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.0010159,0.0010159,0.0010159
148,111.448,1.71119,2.17662,1.64345,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.00101308,0.00101308,0.00101308
149,112.128,1.5898,1.86049,1.58969,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.00101025,0.00101025,0.00101025
150,112.911,1.99703,2.18077,1.6283,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.00100742,0.00100742,0.00100742
151,113.591,1.85615,2.17658,1.64407,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.00100459,0.00100459,0.00100459
152,114.286,1.79835,2.08515,1.63638,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.00100176,0.00100176,0.00100176
153,115.049,1.78405,2.11931,1.61934,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.000998928,0.000998928,0.000998928
154,115.734,1.86581,2.05678,1.66374,0.92489,0.52495,0.91543,0.61239,2.1149,2.54494,1.65124,0.000996099,0.000996099,0.000996099
155,116.638,1.87471,2.04759,1.64543,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.000993269,0.000993269,0.000993269
156,117.346,1.7103,2.26825,1.66783,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.00099044,0.00099044,0.00099044
157,118.085,1.66453,1.86481,1.64137,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.00098761,0.00098761,0.00098761
158,118.838,1.85627,1.72447,1.59521,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.000984781,0.000984781,0.000984781
159,119.567,1.82282,1.87656,1.64606,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.000981952,0.000981952,0.000981952
160,120.322,1.8726,2.09648,1.65052,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.000979122,0.000979122,0.000979122
161,121.104,1.78416,2.11452,1.64389,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.000976293,0.000976293,0.000976293
162,121.792,1.76421,1.8575,1.60045,0.58862,0.87451,0.91699,0.66278,1.94406,2.31575,1.64497,0.000973463,0.000973463,0.000973463
163,122.562,1.61299,1.87027,1.6091,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000970634,0.000970634,0.000970634
164,123.258,1.71128,1.87843,1.65318,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000967805,0.000967805,0.000967805
165,123.967,1.71931,2.27198,1.66033,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000964975,0.000964975,0.000964975
166,124.698,1.79827,1.83755,1.62326,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000962146,0.000962146,0.000962146
167,125.535,1.57738,1.71153,1.62644,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000959316,0.000959316,0.000959316
168,126.247,1.77129,2.03231,1.64505,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000956487,0.000956487,0.000956487
169,126.961,1.74559,1.98287,1.66557,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000953657,0.000953657,0.000953657
170,127.635,1.83459,2.0907,1.68625,0.70443,0.88809,0.9456,0.67108,1.84348,2.05408,1.63639,0.000950828,0.000950828,0.000950828
171,128.373,1.81363,1.92211,1.64042,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.000947999,0.000947999,0.000947999
172,129.052,1.62302,1.94255,1.63224,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.000945169,0.000945169,0.000945169
173,129.736,1.72163,1.73836,1.63518,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.00094234,0.00094234,0.00094234
174,130.609,1.54248,1.72464,1.59334,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.00093951,0.00093951,0.00093951
175,131.343,1.6363,1.7185,1.63525,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.000936681,0.000936681,0.000936681
176,132.103,1.40213,1.73194,1.58616,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.000933851,0.000933851,0.000933851
177,132.83,1.75314,1.76613,1.69587,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.000931022,0.000931022,0.000931022
178,134.003,1.72152,1.80103,1.60603,0.76524,0.84706,0.95803,0.71938,1.48777,1.81054,1.61785,0.000928193,0.000928193,0.000928193
179,134.832,1.71529,2.13423,1.69245,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000925363,0.000925363,0.000925363
180,135.48,1.78417,1.75663,1.62068,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000922534,0.000922534,0.000922534
181,136.191,1.52962,1.71579,1.60056,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000919704,0.000919704,0.000919704
182,136.887,1.783,1.78312,1.61918,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000916875,0.000916875,0.000916875
183,137.572,1.69775,1.97535,1.64655,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000914046,0.000914046,0.000914046
184,138.31,1.52581,1.78713,1.58244,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000911216,0.000911216,0.000911216
185,139.102,1.54528,1.83774,1.64976,0.74846,0.90537,0.96736,0.63982,1.86033,1.84651,1.65098,0.000908387,0.000908387,0.000908387
