epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,117.452,0.81216,0.72983,0.83016,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000908387,0.000908387,0.000908387
186,118.424,0.80641,0.9307,0.81367,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000905557,0.000905557,0.000905557
187,119.018,0.80303,0.71421,0.81312,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.000902728,0.000902728,0.000902728
188,119.592,0.74525,0.89193,0.80959,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.000899898,0.000899898,0.000899898
189,120.253,0.75346,0.64539,0.78802,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.000897069,0.000897069,0.000897069
190,120.814,0.73335,0.65532,0.80412,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.00089424,0.00089424,0.00089424
191,121.374,0.74262,0.66901,0.85014,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.00089141,0.00089141,0.00089141
192,121.949,0.62997,0.61408,0.81824,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.000888581,0.000888581,0.000888581
193,122.549,0.74314,0.69257,0.83007,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.000885751,0.000885751,0.000885751
194,123.156,0.82939,0.71433,0.81604,0.95431,0.98654,0.99407,0.756,0.77657,0.65522,0.82409,0.000882922,0.000882922,0.000882922
195,123.795,0.8347,0.77164,0.82046,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000880093,0.000880093,0.000880093
196,124.429,0.70787,0.64364,0.83159,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000877263,0.000877263,0.000877263
197,125.102,0.7911,0.86734,0.82253,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000874434,0.000874434,0.000874434
198,125.685,0.71556,0.61856,0.82054,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000871604,0.000871604,0.000871604
199,126.312,0.70946,0.66831,0.81013,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000868775,0.000868775,0.000868775
200,126.89,0.65181,0.66519,0.81832,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000865945,0.000865945,0.000865945
201,127.469,0.81983,0.71991,0.81581,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000863116,0.000863116,0.000863116
202,128.06,0.65915,0.65255,0.8185,0.96304,1,0.99296,0.77116,0.66361,0.61884,0.81561,0.000860287,0.000860287,0.000860287
203,128.789,0.85901,0.70069,0.83263,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000857457,0.000857457,0.000857457
204,129.358,0.72532,0.60336,0.81987,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000854628,0.000854628,0.000854628
205,129.969,0.73176,0.63069,0.81252,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000851798,0.000851798,0.000851798
206,130.59,0.71315,0.66852,0.83287,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000848969,0.000848969,0.000848969
207,131.167,0.81055,0.68188,0.80734,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000846139,0.000846139,0.000846139
208,131.841,0.73531,0.6237,0.84058,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.00084331,0.00084331,0.00084331
209,132.433,0.82778,0.72633,0.80015,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000840481,0.000840481,0.000840481
210,133.046,0.75022,0.61815,0.80634,0.96309,0.99443,0.99407,0.80519,0.64038,0.58711,0.80965,0.000837651,0.000837651,0.000837651
211,133.778,0.82813,0.65496,0.79763,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000834822,0.000834822,0.000834822
212,134.797,0.77908,0.68087,0.80221,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000831992,0.000831992,0.000831992
213,135.376,0.63019,0.63416,0.78526,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000829163,0.000829163,0.000829163
214,135.944,0.65441,0.5871,0.81673,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000826334,0.000826334,0.000826334
215,136.53,0.88455,0.69441,0.83239,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000823504,0.000823504,0.000823504
216,137.146,0.68587,0.64201,0.81019,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000820675,0.000820675,0.000820675
217,137.875,0.86732,0.70228,0.82292,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000817845,0.000817845,0.000817845
218,138.457,0.75852,0.63552,0.84612,0.96003,1,0.99407,0.78603,0.69324,0.5701,0.81257,0.000815016,0.000815016,0.000815016
219,139.069,0.84526,0.687,0.85685,0.95516,1,0.995,0.76106,0.76836,0.6171,0.81954,0.000812186,0.000812186,0.000812186
220,139.643,0.70881,0.63157,0.79809,0.95516,1,0.995,0.76106,0.76836,0.6171,0.81954,0.000809357,0.000809357,0.000809357
221,140.247,0.7117,0.65174,0.80723,0.95516,1,0.995,0.76106,0.76836,0.6171,0.81954,0.000806528,0.000806528,0.000806528
