epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,28.3803,0.89614,2.6374,0.83481,0.0219,1,0.21016,0.16056,0.86731,3.66895,0.80265,0.000538327,0.000538327,0.000538327
43,28.9537,0.95826,2.39141,0.83252,0.0219,1,0.21016,0.16056,0.86731,3.66895,0.80265,0.000550269,0.000550269,0.000550269
44,29.6153,1.05611,2.48707,0.85279,0.0219,1,0.21016,0.16056,0.86731,3.66895,0.80265,0.000562154,0.000562154,0.000562154
45,30.1981,1.03225,2.04845,0.87743,0.0219,1,0.21016,0.16056,0.86731,3.66895,0.80265,0.000573982,0.000573982,0.000573982
46,30.8119,0.93759,2.40909,0.81821,0.0218,1,0.28475,0.21591,0.8731,3.57262,0.80539,0.000585754,0.000585754,0.000585754
47,31.3992,1.0185,2.32702,0.85085,0.0218,1,0.28475,0.21591,0.8731,3.57262,0.80539,0.000597469,0.000597469,0.000597469
48,32.2612,0.98187,2.04645,0.83212,0.0218,1,0.28475,0.21591,0.8731,3.57262,0.80539,0.000609128,0.000609128,0.000609128
49,32.8366,0.9988,2.17909,0.84953,0.0218,1,0.28475,0.21591,0.8731,3.57262,0.80539,0.00062073,0.00062073,0.00062073
50,33.4407,1.00305,2.34896,0.80467,0.02193,1,0.31603,0.21561,1.11524,3.44992,0.83027,0.000632276,0.000632276,0.000632276
51,34.4408,1.08468,2.04908,0.84795,0.02193,1,0.31603,0.21561,1.11524,3.44992,0.83027,0.000643764,0.000643764,0.000643764
52,35.0746,1.07522,1.93733,0.82976,0.02193,1,0.31603,0.21561,1.11524,3.44992,0.83027,0.000655197,0.000655197,0.000655197
53,35.6761,0.95796,1.74449,0.86026,0.02193,1,0.31603,0.21561,1.11524,3.44992,0.83027,0.000666572,0.000666572,0.000666572
54,36.3115,0.93216,1.83936,0.83474,0.02193,1,0.31603,0.21561,1.11524,3.44992,0.83027,0.000677892,0.000677892,0.000677892
55,37.0489,0.95084,2.06973,0.8369,0.02188,1,0.26809,0.1696,1.10666,3.3488,0.82546,0.000689154,0.000689154,0.000689154
56,37.6103,0.89009,1.7363,0.84406,0.02188,1,0.26809,0.1696,1.10666,3.3488,0.82546,0.00070036,0.00070036,0.00070036
57,38.2215,1.07968,2.23315,0.82951,0.02188,1,0.26809,0.1696,1.10666,3.3488,0.82546,0.000711509,0.000711509,0.000711509
58,38.8774,0.94794,1.91672,0.83609,0.02188,1,0.26809,0.1696,1.10666,3.3488,0.82546,0.000722602,0.000722602,0.000722602
59,39.4846,0.91751,2.02283,0.83685,0.02188,1,0.26809,0.1696,1.10666,3.3488,0.82546,0.000733638,0.000733638,0.000733638
60,40.1487,0.85066,1.63204,0.82302,0.02169,1,0.31147,0.22949,0.92017,3.21312,0.81142,0.000744618,0.000744618,0.000744618
61,40.7471,0.99803,1.71145,0.83847,0.02169,1,0.31147,0.22949,0.92017,3.21312,0.81142,0.000755541,0.000755541,0.000755541
62,41.4333,0.95197,1.89183,0.83193,0.02169,1,0.31147,0.22949,0.92017,3.21312,0.81142,0.000766407,0.000766407,0.000766407
63,42.0448,1.0583,1.52372,0.8307,0.02169,1,0.31147,0.22949,0.92017,3.21312,0.81142,0.000777217,0.000777217,0.000777217
64,42.7033,0.94765,1.41425,0.86364,0.02169,1,0.31147,0.22949,0.92017,3.21312,0.81142,0.00078797,0.00078797,0.00078797
65,43.3966,1.00821,1.84431,0.82642,0.77292,0.5098,0.55946,0.41186,0.89172,3.03863,0.81161,0.000798667,0.000798667,0.000798667
66,44.021,0.97804,1.50972,0.81963,0.77292,0.5098,0.55946,0.41186,0.89172,3.03863,0.81161,0.000809307,0.000809307,0.000809307
67,44.6505,0.93293,1.59453,0.82423,0.77292,0.5098,0.55946,0.41186,0.89172,3.03863,0.81161,0.00081989,0.00081989,0.00081989
68,45.3443,0.95334,1.5014,0.84768,0.77292,0.5098,0.55946,0.41186,0.89172,3.03863,0.81161,0.000830417,0.000830417,0.000830417
69,45.9379,0.86008,1.39808,0.84626,0.77292,0.5098,0.55946,0.41186,0.89172,3.03863,0.81161,0.000840888,0.000840888,0.000840888
70,46.5269,0.92957,1.43281,0.84419,0.77292,0.5098,0.55946,0.41186,0.89172,3.03863,0.81161,0.000851301,0.000851301,0.000851301
71,47.2509,0.9047,1.40202,0.83034,0.80883,0.29903,0.85748,0.54227,1.25197,2.81538,0.8498,0.000861658,0.000861658,0.000861658
72,47.827,0.9116,1.38417,0.83749,0.80883,0.29903,0.85748,0.54227,1.25197,2.81538,0.8498,0.000871959,0.000871959,0.000871959
73,48.4046,1.06264,1.29384,0.84259,0.80883,0.29903,0.85748,0.54227,1.25197,2.81538,0.8498,0.000882203,0.000882203,0.000882203
74,48.991,1.01888,1.29245,0.85139,0.80883,0.29903,0.85748,0.54227,1.25197,2.81538,0.8498,0.00089239,0.00089239,0.00089239
75,49.6002,0.83618,1.10729,0.80422,0.80883,0.29903,0.85748,0.54227,1.25197,2.81538,0.8498,0.000902521,0.000902521,0.000902521
76,50.2013,0.94048,1.28682,0.84003,0.80883,0.29903,0.85748,0.54227,1.25197,2.81538,0.8498,0.000912595,0.000912595,0.000912595
77,50.8359,0.963,1.60268,0.8387,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.000922613,0.000922613,0.000922613
78,51.489,0.81721,1.13641,0.83643,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.000932574,0.000932574,0.000932574
79,52.0566,1.02943,1.2684,0.83266,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.000942478,0.000942478,0.000942478
80,53.0338,1.16864,1.4647,0.8436,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.000952326,0.000952326,0.000952326
81,53.5938,0.94456,1.24395,0.84057,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.000962117,0.000962117,0.000962117
82,54.1476,0.88433,1.32609,0.82878,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.000971852,0.000971852,0.000971852
83,54.7465,0.87962,1.1401,0.81462,0.81139,0.56933,0.87738,0.5905,1.1205,2.51757,0.83744,0.00098153,0.00098153,0.00098153
84,55.3319,0.96538,1.07407,0.83338,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.000991151,0.000991151,0.000991151
85,55.9865,0.99455,1.24018,0.82862,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.00100072,0.00100072,0.00100072
86,56.5434,0.82428,0.98035,0.84374,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.00101022,0.00101022,0.00101022
87,57.0915,0.93921,1.1009,0.84285,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.00101968,0.00101968,0.00101968
88,57.6578,0.8205,0.99511,0.84977,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.00102907,0.00102907,0.00102907
89,58.2369,0.96253,1.03017,0.83464,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.00103841,0.00103841,0.00103841
90,58.8187,0.902,1.10712,0.82958,0.81466,0.83669,0.90141,0.64912,0.80486,2.1173,0.80354,0.00104769,0.00104769,0.00104769
91,59.4233,0.80673,1.03244,0.82019,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00105692,0.00105692,0.00105692
92,60.1084,0.89074,1.08129,0.82099,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00106609,0.00106609,0.00106609
93,60.6765,0.87678,0.93863,0.82122,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.0010752,0.0010752,0.0010752
94,61.2804,0.91192,1.10769,0.82893,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00108425,0.00108425,0.00108425
95,61.8855,0.90739,1.14158,0.81888,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00109325,0.00109325,0.00109325
96,62.5276,1.02593,1.18016,0.83174,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00110219,0.00110219,0.00110219
97,63.128,0.96089,1.29052,0.83748,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00111108,0.00111108,0.00111108
98,63.704,0.81151,1.15115,0.81573,0.89208,0.77459,0.93944,0.66225,0.85201,1.78226,0.81764,0.00111991,0.00111991,0.00111991
99,64.5088,0.86681,1.18111,0.85182,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.00112868,0.00112868,0.00112868
100,65.0967,0.85834,0.93842,0.83323,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.0011374,0.0011374,0.0011374
101,65.7131,0.85763,0.98169,0.83924,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.00114606,0.00114606,0.00114606
102,66.3236,1.00552,0.92569,0.81929,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.00114323,0.00114323,0.00114323
103,66.9143,0.78334,1.02861,0.81681,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.0011404,0.0011404,0.0011404
104,67.4625,0.96123,0.97241,0.81158,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.00113757,0.00113757,0.00113757
105,68.0671,0.93447,1.05297,0.82291,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.00113474,0.00113474,0.00113474
106,68.6307,0.92079,0.91875,0.83179,0.92389,0.80332,0.9544,0.65987,0.96918,1.49807,0.82358,0.00113191,0.00113191,0.00113191
107,69.3182,0.94248,1.1383,0.83205,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00112908,0.00112908,0.00112908
108,69.9807,0.94022,1.05733,0.83123,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00112625,0.00112625,0.00112625
109,70.5736,0.8989,0.95078,0.82714,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00112342,0.00112342,0.00112342
110,71.198,0.88754,0.95642,0.83543,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00112059,0.00112059,0.00112059
111,72.0688,1.04121,1.01154,0.86229,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00111776,0.00111776,0.00111776
112,72.6462,0.89277,1.01389,0.85433,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00111493,0.00111493,0.00111493
113,73.308,1.00523,1.00283,0.8502,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.0011121,0.0011121,0.0011121
114,73.8706,0.86897,1.17724,0.83515,0.92443,0.89388,0.9742,0.73255,0.86194,1.28478,0.81532,0.00110928,0.00110928,0.00110928
115,74.4962,0.87945,0.96366,0.82991,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00110645,0.00110645,0.00110645
116,75.0838,0.99999,1.03005,0.87202,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00110362,0.00110362,0.00110362
117,75.7579,0.93235,1.05814,0.83559,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00110079,0.00110079,0.00110079
118,76.3064,0.74881,0.84632,0.83236,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00109796,0.00109796,0.00109796
119,76.8815,0.82886,0.86015,0.82493,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00109513,0.00109513,0.00109513
120,77.5851,0.93991,1.11541,0.85053,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.0010923,0.0010923,0.0010923
121,78.181,0.88694,0.93606,0.8241,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00108947,0.00108947,0.00108947
122,78.7891,0.8668,0.91799,0.84992,0.858,0.91373,0.9742,0.6538,1.11243,1.1857,0.84906,0.00108664,0.00108664,0.00108664
123,79.3689,0.84179,0.94496,0.82871,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00108381,0.00108381,0.00108381
124,79.9145,0.85246,0.91527,0.81237,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00108098,0.00108098,0.00108098
125,80.4834,0.85323,0.88774,0.84293,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00107815,0.00107815,0.00107815
126,81.0605,0.86901,0.94375,0.83825,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00107532,0.00107532,0.00107532
127,81.7258,0.84397,0.84591,0.8425,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00107249,0.00107249,0.00107249
128,82.2706,0.88498,0.94806,0.82377,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00106966,0.00106966,0.00106966
129,82.8055,0.91857,0.88229,0.82733,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.00106683,0.00106683,0.00106683
130,83.3617,0.83008,0.86549,0.82486,0.83795,0.96039,0.99325,0.73082,1.00255,1.05404,0.84303,0.001064,0.001064,0.001064
131,83.9762,0.88895,0.92412,0.82977,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00106118,0.00106118,0.00106118
132,84.5342,1.0371,0.84223,0.84717,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00105835,0.00105835,0.00105835
133,85.0816,0.96824,0.96731,0.86294,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00105552,0.00105552,0.00105552
134,85.7792,0.97585,0.93394,0.83862,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00105269,0.00105269,0.00105269
135,86.3673,1.0249,0.85926,0.84189,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00104986,0.00104986,0.00104986
136,86.9583,0.91795,0.85809,0.84204,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00104703,0.00104703,0.00104703
137,87.5589,1.06419,1.10476,0.84544,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.0010442,0.0010442,0.0010442
138,88.1108,1.07586,0.95235,0.87106,0.91062,0.93313,0.99407,0.75182,0.72325,0.91089,0.81471,0.00104137,0.00104137,0.00104137
139,88.7011,0.84672,0.8369,0.83218,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00103854,0.00103854,0.00103854
140,89.2779,0.93684,0.86673,0.85206,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00103571,0.00103571,0.00103571
141,89.9639,0.86543,0.81569,0.83204,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00103288,0.00103288,0.00103288
142,90.5425,0.98385,0.90391,0.84633,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00103005,0.00103005,0.00103005
143,91.1593,0.97352,0.94782,0.83138,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00102722,0.00102722,0.00102722
144,91.7314,0.94661,0.85342,0.84004,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00102439,0.00102439,0.00102439
145,92.3006,0.88759,0.82954,0.88087,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00102156,0.00102156,0.00102156
146,92.9382,0.91407,0.93673,0.81589,0.97471,0.95048,0.995,0.73727,0.81724,0.81903,0.82524,0.00101873,0.00101873,0.00101873
147,93.5333,0.97235,0.9169,0.85898,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.0010159,0.0010159,0.0010159
148,94.2269,0.83453,0.94969,0.83664,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.00101308,0.00101308,0.00101308
149,94.8352,0.69583,0.78298,0.81269,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.00101025,0.00101025,0.00101025
150,95.489,0.92882,0.85023,0.81961,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.00100742,0.00100742,0.00100742
151,96.1347,0.88891,0.83737,0.82588,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.00100459,0.00100459,0.00100459
152,96.9812,0.77494,0.79387,0.82529,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.00100176,0.00100176,0.00100176
153,97.5644,0.85226,0.82322,0.82659,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.000998928,0.000998928,0.000998928
154,98.1331,0.88018,0.81641,0.84785,0.95452,0.94119,0.995,0.67513,0.94532,0.77584,0.84594,0.000996099,0.000996099,0.000996099
155,98.9043,0.8921,0.85341,0.82865,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.000993269,0.000993269,0.000993269
156,99.4825,0.80673,0.75482,0.8424,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.00099044,0.00099044,0.00099044
157,100.062,0.81687,0.75645,0.82089,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.00098761,0.00098761,0.00098761
158,100.655,0.85482,0.74606,0.80328,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.000984781,0.000984781,0.000984781
159,101.228,0.90984,0.7872,0.83334,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.000981952,0.000981952,0.000981952
160,101.866,0.88227,0.79422,0.83532,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.000979122,0.000979122,0.000979122
161,102.442,0.80687,0.81336,0.82722,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.000976293,0.000976293,0.000976293
162,103.106,0.86875,0.72955,0.81534,0.92173,0.98653,0.995,0.71107,0.98384,0.73742,0.84722,0.000973463,0.000973463,0.000973463
163,103.706,0.77999,0.72662,0.80938,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000970634,0.000970634,0.000970634
164,104.271,0.82676,0.73935,0.84204,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000967805,0.000967805,0.000967805
165,104.865,0.84915,0.94434,0.84597,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000964975,0.000964975,0.000964975
166,105.504,0.88407,0.80298,0.81643,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000962146,0.000962146,0.000962146
167,106.082,0.7514,0.7093,0.81809,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000959316,0.000959316,0.000959316
168,106.696,0.97314,0.8456,0.84007,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000956487,0.000956487,0.000956487
169,107.388,0.78482,0.76988,0.83862,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000953657,0.000953657,0.000953657
170,107.975,0.89894,0.82778,0.8438,0.97456,0.9745,0.995,0.80172,0.77185,0.66859,0.82426,0.000950828,0.000950828,0.000950828
171,108.589,0.82036,0.80102,0.82437,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.000947999,0.000947999,0.000947999
172,109.216,0.7623,0.77018,0.81631,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.000945169,0.000945169,0.000945169
173,109.887,0.82833,0.71643,0.83409,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.00094234,0.00094234,0.00094234
174,110.445,0.83383,0.80017,0.8101,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.00093951,0.00093951,0.00093951
175,111.107,0.80893,0.79446,0.82664,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.000936681,0.000936681,0.000936681
176,111.665,0.7973,0.73992,0.80504,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.000933851,0.000933851,0.000933851
177,112.246,0.90778,0.78885,0.85125,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.000931022,0.000931022,0.000931022
178,112.858,0.86238,0.70112,0.80877,0.96244,1,0.995,0.81278,0.74788,0.66454,0.82191,0.000928193,0.000928193,0.000928193
179,113.549,0.88961,0.81957,0.86163,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000925363,0.000925363,0.000925363
180,114.178,0.94529,0.71432,0.83686,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000922534,0.000922534,0.000922534
181,114.867,0.70533,0.6706,0.79697,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000919704,0.000919704,0.000919704
182,115.566,0.89165,0.6956,0.81381,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000916875,0.000916875,0.000916875
183,116.178,0.80961,0.72708,0.83311,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000914046,0.000914046,0.000914046
184,116.809,0.73883,0.68795,0.80884,0.95721,0.98411,0.99296,0.7326,0.88744,0.64964,0.83127,0.000911216,0.000911216,0.000911216
